Id,SalePrice
1735,131778.25937707679
1736,107749.06213979688
1737,292104.61225871276
1738,254191.85949762675
1739,253823.82357111454
1740,233556.37461681277
1741,193417.4275582156
1742,173753.68951975353
1743,174263.1763969471
1744,320492.8762683187
1745,226361.6510586585
1746,184209.0588896291
1747,216635.85475368696
1748,220543.01023259564
1749,148119.41707529474
1750,127963.03229918232
1751,235768.47264559448
1752,118291.53439523854
1753,148312.59432210686
1754,196033.49998665735
1755,173730.02542317935
1756,132215.64963831278
1757,120754.37429965286
1758,158224.41692448186
1759,158550.69169023275
1760,166505.15909186364
1761,138230.35853778807
1762,178115.3891991983
1763,184199.89229584025
1764,111553.40338142945
1765,177422.90122389613
1766,190622.27827882222
1767,218391.86985182835
1768,149676.2167869207
1769,170782.6273806796
1770,154108.8729256989
1771,114454.26588226213
1772,130835.1875423694
1773,130468.86256581589
1774,139202.2498137485
1775,142765.61732858536
1776,135302.18693413193
1777,106656.72651627372
1778,138046.82661055692
1779,119889.28939152393
1780,170562.58274022344
1781,132710.21036503816
1782,81111.08971095069
1783,146312.67522484047
1784,110544.00537305487
1785,122691.98251517418
1786,129943.81052323089
1787,161252.27913879053
1788,53134.97091523813
1789,99996.9884476692
1790,72581.82717880225
1791,179805.76354927607
1792,164139.67571767123
1793,123806.41715997674
1794,153864.0301083487
1795,136220.8613411265
1796,125129.36878163938
1797,110941.68526475498
1798,119666.52570919879
1799,109637.7204029081
1800,131416.3729090673
1801,136526.72921771128
1802,128823.30050300974
1803,150814.3297664515
1804,145474.43395894452
1805,134538.05894400846
1806,121326.17554748872
1807,130026.4587823772
1808,122759.37947190835
1809,122262.85782215584
1810,140027.6510808394
1811,92234.9358349295
1812,98566.88767202134
1813,125643.97392984903
1814,91893.15721917785
1815,58648.199872832505
1816,92523.25375771185
1817,113839.10063615025
1818,144392.7508501726
1819,132548.37764986916
1820,54026.22934868984
1821,108644.45839054475
1822,149616.54103058865
1823,43514.6619532775
1824,126020.39182684595
1825,135723.31291282922
1826,108645.45177330315
1827,99654.68777305918
1828,135188.5371852832
1829,120940.24110660788
1830,144893.83668644357
1831,143893.54450025762
1832,69473.33117435599
1833,135691.5493717874
1834,119084.73364892446
1835,120795.73407306313
1836,122120.02270381595
1837,82601.65028142347
1838,131330.48929946756
1839,98256.69277858705
1840,160014.76099203245
1841,140297.3558006736
1842,86074.6223302986
1843,129984.21616660897
1844,133293.77038060283
1845,143870.814407559
1846,156491.78726782897
1847,168517.9929809441
1848,52128.877162225326
1849,114142.08232264941
1850,118837.39729251718
1851,166053.31494996155
1852,124680.72011637816
1853,133169.86921213608
1854,164180.9193098094
1855,147205.1622649899
1856,226583.2850956885
1857,140438.12252210148
1858,130127.7009001591
1859,116838.78114853715
1860,141775.85797510538
1861,116904.45195217509
1862,289655.64800626045
1863,270415.82398296526
1864,270560.18985533976
1865,342455.25998788304
1866,321539.0368803392
1867,223524.4704096767
1868,296492.0565153265
1869,204852.08355358566
1870,216635.2848932323
1871,247415.224060075
1872,173550.9249649313
1873,261365.48050248556
1874,151505.42635402744
1875,209107.92240978207
1876,201784.70429229483
1877,214156.4516450053
1878,209628.16567588135
1879,132226.67727378831
1880,134694.93219368366
1881,241238.14248971493
1882,243779.42631849126
1883,186158.92583884575
1884,209150.57946835374
1885,238736.9396827301
1886,290210.6942712919
1887,214424.02237314175
1888,262515.8384164524
1889,170413.80449230602
1890,123676.7600957811
1891,138377.82395551258
1892,94719.7466175003
1893,128714.93278878658
1894,127163.96840960039
1895,138185.13280229966
1896,123009.1203052892
1897,115002.01753627424
1898,111981.55201549316
1899,174177.91209009624
1900,155325.42245842415
1901,167085.01246889596
1902,165538.77728572403
1903,222971.25003673838
1904,140762.37723720787
1905,205202.76679001248
1906,157073.80209984083
1907,206453.0648560681
1908,106451.91233064997
1909,128770.83390820232
1910,115914.51019793822
1911,223624.6522114068
1912,356076.0921136996
1913,147270.00769875626
1914,65370.879373406075
1915,341292.70180871105
1916,67342.92359395094
1917,251369.7514194041
1918,143258.30875031085
1919,168390.4817856522
1920,151110.2777202237
1921,393988.1715242128
1922,313684.49433900096
1923,227020.40253848553
1924,234298.97232966725
1925,197387.04125106838
1926,386426.6307426575
1927,142383.9935633973
1928,156116.52416582324
1929,122427.60814413658
1930,132583.5893184973
1931,134974.1142401532
1932,148041.1702958682
1933,189277.0205422059
1934,182570.72296532695
1935,172347.37134044865
1936,200941.32742655498
1937,182918.58749125808
1938,171435.41390226706
1939,248805.5958070404
1940,191817.0226051867
1941,175579.3018344636
1942,182929.64355542196
1943,211324.85794523425
1944,361371.03411232017
1945,410320.61801221233
1946,136613.94745257488
1947,342917.6881830591
1948,184844.6024500492
1949,252783.18867933913
1950,189221.23924197172
1951,258964.37201015727
1952,225952.0776764377
1953,163421.21753347747
1954,186772.83588059482
1955,140168.68655065855
1956,277304.1207158024
1957,157579.6103552248
1958,302880.0999851465
1959,144847.56347739106
1960,112402.50515370244
1961,120613.62239595008
1962,97593.48577129701
1963,105864.25505375359
1964,111207.37242196684
1965,145884.37097881627
1966,136468.51968007226
1967,298754.51463114406
1968,431799.4640771391
1969,409471.4195338699
1970,435437.43484368484
1971,484221.53396028606
1972,366731.1547907632
1973,273693.29211379157
1974,330794.83611504117
1975,581795.1102367764
1976,275548.2052581847
1977,380850.96010280354
1978,380890.82427150256
1979,334255.3285447001
1980,212384.99031582865
1981,342706.93846897513
1982,229588.31271159684
1983,217099.0731748605
1984,164958.73469248152
1985,237597.79718947012
1986,216883.92589624456
1987,184049.45603974254
1988,174376.5618950311
1989,193219.61969643566
1990,212742.23366146616
1991,238222.67077787273
1992,215550.0875108168
1993,168984.73899852237
1994,229390.29423976078
1995,189296.32000277296
1996,240982.42800271534
1997,306363.9873975683
1998,334873.1946906935
1999,274629.0264365854
2000,327424.89884520037
2001,285778.4997872404
2002,257277.66635975215
2003,260971.35937915515
2004,298418.556249395
2005,224117.22880364495
2006,229317.19436832753
2007,252859.95606217635
2008,227314.74143291288
2009,193975.58345452056
2010,193279.9718710391
2011,134088.46530044495
2012,168534.16062845368
2013,182989.29190349128
2014,184982.39310879994
2015,206317.55094009478
2016,191348.96446965306
2017,200649.83401383288
2018,118368.71813103664
2019,132019.13423951855
2020,105572.12175474214
2021,92403.16720703732
2022,190056.35650892177
2023,139572.84267606816
2024,262020.73679451193
2025,381125.02493728796
2026,186076.67851526692
2027,160013.167048621
2028,152870.39679622542
2029,167687.14836762272
2030,268182.9406332977
2031,230096.93626793724
2032,248353.90043889737
2033,258346.13924321765
2034,172514.52685403122
2035,229883.698037295
2036,197969.52832944112
2037,202622.39975191694
2038,302279.1068582701
2039,232397.00581081
2040,296787.15388517105
2041,296694.0308847165
2042,208940.26453130544
2043,183113.32891947022
2044,172569.24175699934
2045,211874.35544813148
2046,146184.50283044533
2047,149402.21880594216
2048,141917.64466997457
2049,138974.97118824036
2050,184407.9867861826
2051,101890.81632855596
2052,126335.09677601018
2053,150677.7748747347
2054,91996.35085544236
2055,163672.31947840506
2056,150528.50262406605
2057,115505.70597003373
2058,225377.18941386804
2059,140086.7142647271
2060,183350.5034808765
2061,179265.37744505572
2062,132865.04005569255
2063,124038.8024615266
2064,149551.16002919606
2065,117521.62185157355
2066,165743.7423049618
2067,103660.4815219419
2068,139618.9853259996
2069,85258.7092692393
2070,114039.37131725317
2071,95143.86277699629
2072,130984.95310518978
2073,135931.68602837913
2074,185998.32530446615
2075,146419.7631651741
2076,119798.87136859028
2077,158238.8142950833
2078,125271.65030233187
2079,131532.27185778806
2080,117027.00478496568
2081,123466.12135315855
2082,126293.45944586683
2083,142755.38560398197
2084,111892.82233556028
2085,117102.39864517299
2086,111227.07239690078
2087,122481.29178196767
2088,90389.33129980754
2089,75056.12086564799
2090,123702.19379824406
2091,113638.08320971341
2092,126647.74887139244
2093,117068.84457980536
2094,106694.46630761016
2095,148643.94757320464
2096,80429.7891304171
2097,96579.8426123657
2098,143680.20082086563
2099,54895.34914019968
2100,74072.37249671484
2101,112356.75859720411
2102,128664.66925302918
2103,103034.65754123226
2104,142104.9168798501
2105,128069.69616427914
2106,62221.6833865616
2107,201350.93267083968
2108,119032.58979744934
2109,114393.35550959539
2110,126348.84620043212
2111,144606.19833457665
2112,142828.4536727869
2113,127694.03672898121
2114,120212.7116208737
2115,167670.67549161485
2116,120701.23281484221
2117,154086.11431920913
2118,125190.0997648839
2119,116937.17433608744
2120,113783.65931993582
2121,89693.46129792942
2122,123488.0978229365
2123,85026.15381406562
2124,156670.92848813452
2125,126434.05799487031
2126,149685.46340907676
2127,156786.58223217016
2128,123583.03982920965
2129,90741.95593236448
2130,139002.42527790446
2131,134557.08038911395
2132,114004.20054974528
2133,123226.24316942111
2134,120936.31874420925
2135,97653.91214814634
2136,76983.97071219914
2137,111319.15951063395
2138,144724.3426655378
2139,153535.46290316826
2140,146571.8767163197
2141,152158.5256640736
2142,129080.78857424237
2143,138870.74973277492
2144,122189.58858107819
2145,142868.6790422035
2146,159901.6596674215
2147,137333.2754410727
2148,143350.52534637196
2149,150511.5249793346
2150,248035.2305235511
2151,112735.65880122824
2152,167407.62789644426
2153,170923.08341992548
2154,106479.93777311635
2155,140933.33057578496
2156,259501.66930352637
2157,223436.39127496828
2158,232714.33347534508
2159,205954.28120410067
2160,177937.30622205714
2161,238303.24126014975
2162,388694.56837456295
2163,342842.38488411764
2164,245579.0387634906
2165,219425.59680643625
2166,157670.7891636232
2167,230012.16420978616
2168,201745.25889746821
2169,202151.0572682791
2170,226484.6439562225
2171,154890.4909666715
2172,124528.7156472011
2173,171019.02975359655
2174,223798.71463866852
2175,286380.91122457205
2176,319246.8199534896
2177,236652.7413793257
2178,209654.55721312176
2179,140193.477175284
2180,220240.48415655718
2181,187259.60658407942
2182,221800.78260032312
2183,186306.88944385367
2184,124756.22898552506
2185,127344.65452104523
2186,143321.2332768069
2187,152730.98549552436
2188,156552.10936632034
2189,245653.18837197535
2190,81668.58329367265
2191,83067.59992000899
2192,93266.6225076979
2193,111330.54749134179
2194,102143.32982648013
2195,111791.95340013808
2196,99276.89748528812
2197,118742.42281155402
2198,165283.9044160605
2199,173311.7905784901
2200,159509.78917843782
2201,152032.19961050805
2202,223438.7793582813
2203,139407.74306433563
2204,189725.12324919138
2205,133717.78846219054
2206,150799.78874474278
2207,216876.68841649298
2208,279623.6774709152
2209,245640.1111317323
2210,113576.34561958132
2211,112683.17684442498
2212,116412.95011697631
2213,107550.62983650566
2214,125755.9296588623
2215,105817.7847136574
2216,147468.7294541943
2217,53618.61962593286
2218,85113.05929354632
2219,78558.09758569632
2220,69987.7953999539
2221,337207.8953520155
2222,304600.087620995
2223,287998.0292241078
2224,208863.03941234716
2225,117190.14236384314
2226,190184.1996308796
2227,208735.3871786462
2228,269247.0770541839
2229,254308.25981287126
2230,156727.06596565817
2231,219548.7818034138
2232,182028.94870513724
2233,178052.15751383154
2234,241213.23109431926
2235,224472.35328153422
2236,265544.5089289197
2237,328261.666564081
2238,201487.7004710165
2239,102099.4795908143
2240,161212.02143791615
2241,156420.01425591158
2242,119090.03291359503
2243,126618.26262518641
2244,101789.07267021236
2245,99169.87647448752
2246,155315.69682821908
2247,109822.62320267978
2248,123860.70410977383
2249,122326.0591361077
2250,136030.00483834877
2251,106505.17143583113
2252,182104.8528745661
2253,153115.98309823955
2254,174721.95642752192
2255,184666.8472718973
2256,174056.01587546716
2257,201535.15439159743
2258,156776.66243318268
2259,172342.41474192755
2260,151901.21996429603
2261,203016.98772193343
2262,208801.45191725765
2263,383466.80311280093
2264,521690.2958860099
2265,169219.46474287167
2266,321995.14190146135
2267,406637.05448522104
2268,465408.5233087844
2269,144784.0970314722
2270,201715.70122786894
2271,219839.67844484598
2272,204281.6900191224
2273,168712.06775655292
2274,182411.49333834852
2275,160365.06455952825
2276,196674.92501411075
2277,180840.9853525642
2278,145254.78170736204
2279,116606.10187823782
2280,125841.10413305617
2281,167415.0205053359
2282,189729.6808917066
2283,109662.59705347582
2284,113864.22597691143
2285,140712.81279737083
2286,122181.94340429163
2287,377371.5601136738
2288,283018.9297605756
2289,408228.27689583885
2290,473446.63374967064
2291,334299.3329317839
2292,452731.18996861676
2293,512679.52639701497
2294,422896.3034646452
2295,471674.9704836768
2296,308811.2059198619
2297,336127.36618374183
2298,351017.2522694173
2299,364055.4084455065
2300,349209.15038366127
2301,301764.00433688395
2302,262603.6606813647
2303,250025.997735053
2304,254885.52549227563
2305,198428.50149669967
2306,192510.0232455009
2307,203407.6291650112
2308,228368.53795007418
2309,286929.4331021718
2310,220255.56103278146
2311,205223.99684034486
2312,179530.62863664725
2313,172484.9784145959
2314,179073.11000087188
2315,176324.77116991676
2316,192009.5544790699
2317,186847.23929435966
2318,176283.1041750119
2319,178703.48644169862
2320,182899.81840934913
2321,241735.84945221356
2322,175287.8036293353
2323,194673.52735728995
2324,178586.21547668212
2325,220867.41466848005
2326,171494.46109129497
2327,204951.99314413703
2328,225920.30403537507
2329,190996.79898589847
2330,178917.03909317518
2331,367610.26356410544
2332,412182.06628268835
2333,330002.475578447
2334,267168.57752748707
2335,278765.8396807767
2336,326978.36695681186
2337,204889.7692672334
2338,278069.2797753767
2339,233716.00269928618
2340,410459.35269029945
2341,222744.10614490256
2342,240489.63058917262
2343,237702.3377637476
2344,235031.23376709162
2345,239199.20937112687
2346,213193.74359346402
2347,208057.77534923918
2348,246764.5274836305
2349,182635.97531185203
2350,315569.4129070739
2351,262041.22274521424
2352,263732.5731691228
2353,249557.5616669721
2354,128255.71433175214
2355,135540.03178815826
2356,157883.31068583077
2357,191828.51916168598
2358,200533.71011438547
2359,130449.28487555338
2360,111808.7493428577
2361,150393.17788005614
2362,268745.70182130917
2363,148636.72791754804
2364,156321.44907460673
2365,222084.33109884115
2366,202151.94120370073
2367,241258.5713032808
2368,226311.33266464755
2369,233658.92670880887
2370,165570.7998459576
2371,165444.66005924542
2372,190049.9165146336
2373,268093.72773557215
2374,341483.0767200274
2375,259940.00790411292
2376,311114.48635384557
2377,368156.2670265823
2378,145776.20542837534
2379,211217.77279418267
2380,142386.68954387665
2381,166712.81556982006
2382,213109.19439834854
2383,205973.3904973763
2384,249290.2688493168
2385,163462.93660718974
2386,135712.5579174882
2387,134663.63199418306
2388,104017.30083006473
2389,114947.1392926547
2390,151796.46648339333
2391,149747.02133577073
2392,116695.88429140892
2393,169739.0485711295
2394,151022.59119272424
2395,211224.8581217764
2396,147156.7237719134
2397,221295.43747205674
2398,127645.91259401453
2399,58777.721624599675
2400,61647.44582578642
2401,115805.99061380877
2402,142161.30799563162
2403,147536.30765077288
2404,152758.41135380635
2405,165740.11156545742
2406,143810.95527663914
2407,121716.18832398237
2408,160932.17999907842
2409,119819.10898788371
2410,167029.62801670737
2411,117755.47782758072
2412,159872.96923072007
2413,135601.28821790376
2414,153943.4975895472
2415,132632.41884641378
2416,127549.59321396802
2417,130716.79318854178
2418,137664.97705142383
2419,133058.5999751103
2420,120730.11740454708
2421,145333.10026815184
2422,110760.38303151558
2423,120444.91136717472
2424,150952.94479812324
2425,200610.63628969537
2426,134398.04507984413
2427,132690.83579329378
2428,173653.56910876086
2429,112323.12014574152
2430,131466.8943500183
2431,105255.83589277194
2432,149128.12249265367
2433,146065.18162011416
2434,144981.01939454945
2435,151443.3694116786
2436,109368.78957278945
2437,103023.45963135088
2438,119906.65490510591
2439,104616.88080679919
2440,120469.50933044137
2441,93436.89348775255
2442,95960.74052622169
2443,123487.40917673774
2444,140491.3109005162
2445,89534.74003927132
2446,140939.23143797708
2447,191654.65488358494
2448,126518.77053762194
2449,111256.1578622967
2450,146836.64405109832
2451,128208.74140995392
2452,202745.31440512775
2453,95165.93832562972
2454,120940.70303485975
2455,122885.66801543004
2456,150174.39610689468
2457,136915.62853013523
2458,129066.03355407454
2459,111875.25743048512
2460,134232.2002059048
2461,134657.4730505478
2462,141893.63792391482
2463,130736.71003001655
2464,189129.47232481677
2465,143240.62303317248
2466,115434.4440127815
2467,125544.95908413127
2468,85979.68496543876
2469,83605.45679824866
2470,191916.59927797155
2471,223546.24175450538
2472,166395.01823350505
2473,117525.68670353995
2474,64926.87120262491
2475,223539.70580683256
2476,120567.98518993115
2477,125294.89176749515
2478,147584.90256767572
2479,104167.06584709778
2480,157252.71732346845
2481,123957.34688222133
2482,123082.98415605324
2483,109155.40247497325
2484,124167.44397566438
2485,131225.13848501802
2486,152154.43879664855
2487,180971.88940169723
2488,164620.4145517817
2489,148995.33435344227
2490,142601.8439228379
2491,88910.0464427757
2492,189367.9776126885
2493,163360.6533780003
2494,143633.1359701112
2495,94579.11733900399
2496,237733.6371079732
2497,155427.12141368425
2498,110425.81793652666
2499,87682.9055285138
2500,123700.28153242839
2501,140577.40152438372
2502,145414.51661510786
2503,93791.12437492353
2504,168940.6752943672
2505,233827.753545156
2506,250542.64510212018
2507,289009.08383050247
2508,251482.92990796638
2509,215013.67283222312
2510,208838.07022490597
2511,174871.8711063841
2512,220001.58497989233
2513,215249.3503944292
2514,267691.4669096505
2515,149820.84488370194
2516,180914.8448449016
2517,147165.92055040417
2518,158562.5148781513
2519,236528.79651002685
2520,212808.5181921641
2521,187114.4137200799
2522,226857.63982040592
2523,122539.40296412671
2524,137188.54258498593
2525,148058.56829809837
2526,135654.80690635333
2527,122427.81114183037
2528,127284.47461683262
2529,132056.7983955032
2530,127348.18024206128
2531,273025.26560048084
2532,228459.07294837953
2533,192021.72732790993
2534,234553.0621271321
2535,306591.03077053785
2536,231941.66333517086
2537,242454.19435334599
2538,181952.88396254735
2539,185653.77844052293
2540,180678.65523804296
2541,182103.62585710996
2542,167680.99119108546
2543,121906.31356172885
2544,121622.72864226569
2545,141571.82964484766
2546,124870.70518387217
2547,132014.9776642851
2548,138005.37255069602
2549,160457.3698719127
2550,814167.1499733793
2551,139723.580831397
2552,118529.13469340894
2553,75473.7660512163
2554,98936.11990149881
2555,118670.54451171798
2556,99113.13821973733
2557,111243.08314162081
2558,143515.7217652393
2559,144408.98382430614
2560,158373.40902542416
2561,145053.86588346082
2562,152034.74378797613
2563,156453.88663719888
2564,214196.43955466105
2565,145036.76144073022
2566,165417.43017317666
2567,139836.81465741686
2568,202056.887972303
2569,218335.50168637608
2570,113713.18670024798
2571,202144.21155598128
2572,148004.58980244352
2573,236239.45475200767
2574,317876.9210908722
2575,134878.13550448028
2576,120457.94057196044
2577,147156.0761676912
2578,84960.14259195713
2579,68122.4242682271
2580,99516.0003257977
2581,105589.40102307724
2582,107519.20278226797
2583,304122.86197916424
2584,169481.37717440305
2585,184033.4984806991
2586,218174.64419948083
2587,201298.97651185197
2588,147687.1050702848
2589,150661.70392834974
2590,216187.8682685406
2591,228621.76579208544
2592,222182.37132387838
2593,254661.48149050164
2594,187837.12008469406
2595,197063.3264942922
2596,304499.2292535953
2597,181445.29485301732
2598,295552.20439405367
2599,345968.49952197034
2600,148224.20909574552
2601,141037.1059794782
2602,83539.15974305545
2603,90510.1748324838
2604,92948.34898625055
2605,75274.4086313108
2606,147967.827411555
2607,201342.92318658953
2608,204415.0088568007
2609,171453.6012902741
2610,105350.6703615803
2611,128586.27687773842
2612,160889.75409997263
2613,134670.98697195417
2614,129539.42860438702
2615,157945.52287672966
2616,149654.16160009176
2617,187367.80440801167
2618,197557.88493528665
2619,200099.6249375828
2620,184981.31583259878
2621,174077.87371818488
2622,182777.34499225597
2623,242613.0953379925
2624,328548.3881400155
2625,299253.8974231526
2626,170247.74640095307
2627,165465.10766402452
2628,525370.7580686532
2629,510944.3328776911
2630,399387.46811359044
2631,501444.42766694824
2632,440495.4870018788
2633,338979.3483310214
2634,459332.2097691394
2635,152342.22280952352
2636,180111.04138117275
2637,173412.0416102487
2638,272929.19138927216
2639,190094.5089162205
2640,158604.2947540061
2641,106333.18023529227
2642,193358.78782028335
2643,103930.54639054368
2644,123695.6196679099
2645,112060.79320622128
2646,97158.7225034019
2647,101649.69226419705
2648,139196.0271847215
2649,158878.37906422876
2650,134567.35901504493
2651,141305.51395430884
2652,416898.1983166497
2653,264145.17756272556
2654,262870.77566137584
2655,437440.61208579823
2656,328165.4557216552
2657,367977.1518568238
2658,317835.3103281119
2659,315027.6111619013
2660,373734.2980464733
2661,385947.99656177306
2662,375190.1359049855
2663,297763.2341086441
2664,272444.2429203324
2665,333406.11758927023
2666,296020.59939637984
2667,168064.26011061916
2668,176889.3199162334
2669,179636.8948279801
2670,280162.84318784036
2671,186612.87494951196
2672,194886.1056516563
2673,210109.67852994794
2674,199810.47876574853
2675,174637.98577183823
2676,191322.1861248477
2677,197354.5849043595
2678,245155.2741862824
2679,279364.52681119245
2680,295780.8919640876
2681,405935.5567000875
2682,338037.8501318496
2683,504586.8892522939
2684,335864.8355194696
2685,329599.4606764661
2686,262947.54710890993
2687,323742.5339877278
2688,222236.687018086
2689,209940.74213418103
2690,425870.41569296474
2691,192266.60784352614
2692,126662.27720227446
2693,201309.02550095005
2694,133005.84088537112
2695,194498.17417917578
2696,184722.7676208949
2697,184530.49996561566
2698,194697.6203975772
2699,177081.39542756896
2700,161145.7097813117
2701,158701.60017082802
2702,124078.72801689606
2703,125756.38108333052
2704,138727.54423261734
2705,116768.32366831017
2706,114527.63615190012
2707,129810.87485631909
2708,131605.28121316968
2709,105564.04951368933
2710,126928.1875397779
2711,305131.67126187566
2712,414677.38480889436
2713,171984.23831647707
2714,150841.85468006445
2715,171482.11060678435
2716,141142.10773792883
2717,199689.9551066285
2718,220420.5386669547
2719,162373.07734747702
2720,174312.14887745175
2721,137071.37626563918
2722,158306.52286599204
2723,135417.7773612771
2724,127236.76387206881
2725,134925.42252572408
2726,151234.20080630478
2727,181987.0842171173
2728,178684.08105629406
2729,152087.49797880926
2730,154717.209586453
2731,130377.88065355585
2732,136317.7753429775
2733,161363.57300823185
2734,154111.921406528
